,0,2018,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,Adams,24.555555555555557,61.328335275526605,50.50090491945331,56.39344189657964,56.61835203102752,43.43050311633737,44.6072218053373,45.68174816521591,37.95292072025943,35.967126282288966,41.97100358422939,38.8204549868621,41.14575316227646,40.90993996048461,45.62512929657442,41.77188964930263,48.28906553216898,41.369328670696795,54.39234511008704,63.11260762987682,63.781755910358065,64.02686678614097,59.369622492203135,57.639491691104595,52.33113276950874,45.353249053916464,53.26656867418825,53.994663480684984,61.77967677195708,52.038074639075745,35.30805613741097,43.453451165075194,38.82041469359456,41.471388597640185,36.7739751731917,35.51042772191966,33.65160397227029,39.5576192334871,24.555555555555557
1,Aiken,52.030561955965176,57.86482255365021,61.594194977927835,47.42355049155498,54.907249574056145,52.12089475311953,53.96433360330928,56.65561529271206,52.42907015928592,53.821674495936385,49.72823192256697,48.43391530044918,42.28120486607694,41.609306637004075,34.62643828692216,36.383677121914054,31.771469927921533,30.895371400321352,36.540015360983105,34.9834229390681,39.35479390681004,35.25743727598566,47.17215821812596,48.51962365591398,40.34565166016779,44.57409776294648,43.55074244751663,49.828251408090125,50.55460829493088,43.80318872821653,46.2487071172555,50.4250256016385,41.254262672811066,41.96776047460141,42.65567076292883,41.52654249871991,42.833467741935486,43.407687554072425,52.030561955965176
2,Alameda,40.85743727598565,47.323825733276045,37.43498916344439,40.634381986651015,27.16461609887697,25.02129537129537,31.417733998379155,42.90333424557562,52.06587882208016,45.6941570881226,34.45578273777198,49.44162449133586,49.817248816422904,50.26000909936601,48.42029967523331,44.68237194230307,40.471213525909825,43.03859109487204,39.72600963027709,38.61302186417885,45.597431637965194,44.13636353349458,44.88076737770399,48.91963361210673,47.61521134593992,44.80385463566219,51.03722478238608,51.900895796515925,42.82576542523242,39.59112130762576,43.27133485343534,56.06679467485919,54.187480798771126,52.65907798788778,50.03968894009217,44.065066564260114,41.0788338453661,40.56467062167841,40.85743727598565
3,Alamosa,35.617971021311945,2.6133333333333333,14.11017740429505,0.0,12.815110887966261,29.240205570291778,1.0951074015590145,4.798748609566185,8.056905498272961,13.67554727870926,14.612903225806454,47.99614055299539,33.60496650385415,36.0901831525957,41.153494651505405,38.73005632360471,33.74254352278545,38.68366085774317,41.02616487455197,54.15071044546851,42.7567089093702,50.59786538313373,51.86814018319394,44.98565717269303,41.70158044293354,40.09660267804917,42.220496426715584,39.384772520257634,40.646554353003744,36.25450330352032,33.900845390095284,37.518205122549396,40.128670868332826,38.5924247843484,37.62329090552949,35.771869033787404,36.79328039136061,33.64229200782234,35.617971021311945
4,Albany,30.515555555555558,28.41891806059294,52.72860983102919,11.195566061055494,50.2599846390169,54.59421888518108,55.82963389656938,54.43670634920634,51.10625320020481,56.41950933135583,53.78741039426524,41.985061443932416,50.92223502304147,47.09592139414164,20.343333333333334,18.980555555555558,18.433333333333334,18.036111111111115,26.34148745519713,48.33014813637729,46.20537921323517,44.523367233433966,48.29315028161803,45.73275222028003,21.45,35.462878787878786,37.953872053872054,31.22151383969566,27.434391534391537,19.22479256854257,16.548797498797498,41.42000306577614,14.083333333333334,21.2643253968254,19.32883597883598,23.97936507936508,23.69791666666667,24.863741582491574,30.515555555555558
5,Albemarle,37.55172043010752,53.39347423062662,63.67844238387531,48.023892729134666,42.69729527517347,42.55213655972833,32.29232520250665,49.73979517582598,46.877119811960306,37.3619316436252,41.4513323445804,48.75824883879912,43.38918823112372,25.82537504929051,18.666666666666668,21.966666666666665,21.037499999999998,19.931944444444444,21.19583333333333,45.96484254992319,56.48372715247715,55.6601491101491,51.213720538720544,40.22176117202536,30.591635937909583,39.271299239013366,23.884689153439155,27.146891534391532,42.61304659498208,45.98095285359801,39.14116245396364,42.74682539682539,45.30678119721502,36.11499677282028,37.56922197503399,39.950958148677834,34.73721913236929,40.36999807987712,37.55172043010752
6,Allegany,38.61974526369688,75.07100769168017,56.48148582600195,51.71184973309556,34.92993492245173,36.13715103336906,61.92703533026115,51.717023323975496,41.45879283860374,55.85614770379788,44.856549410249606,40.52235663082437,41.89607881253102,37.0802907512403,46.22528161802355,44.5660394265233,47.08439580133129,49.31202570757632,40.928456221198154,20.93969849219442,50.16881720430107,45.18831417624521,46.3790770609319,49.7127946127946,40.82943548387097,44.61497695852535,41.55064644137225,41.493689196108555,44.21608422939068,37.36701273019404,38.003238607270866,42.75360541695358,44.44444211479344,37.059970955382525,36.05375946819216,35.7698732718894,35.14339477726574,37.57485367339372,38.61974526369688
7,Allegheny,53.91801715309779,51.78082569698254,52.356072030319346,34.20883427206008,64.46808755760368,56.75186627116549,58.75638760880697,41.576273681515616,60.277003328213006,65.14764267990074,54.54736943164363,51.594037687377515,54.848111879160264,17.5,22.52267209952601,21.389565753428382,20.73257869617714,19.29128910269066,19.590661658992214,34.0950105959838,21.66429177032596,21.460543196538982,21.104459898990857,49.07048771121351,50.02771464646464,50.597117003367,44.7305171530978,45.1999743983615,50.720872353761685,48.56527005314547,41.37101232409909,47.177995391705075,42.323579109062976,37.764679891237186,33.427283461502036,35.311859959037385,33.49022106925333,50.0785193424793,53.91801715309779
8,Allen,19.149727136559726,2.822580645161291,129.19839989759345,56.428174603174604,50.244987030294375,47.987581881102464,49.36940578338428,113.23070916538659,44.94198668714798,61.095596959584725,39.2770737327189,72.00592885375494,90.57914746543779,50.392905697688796,37.00440678205498,36.62871575822866,33.798148269575755,33.808343823410475,32.67574048973652,74.42953016579268,36.34563067528924,34.17931690728517,40.003725852963655,27.28758418057176,44.82533282130057,50.503111481893455,52.719507575757575,50.181313131313125,44.332910906298,54.81955567914968,52.446377368151566,24.02312979012089,49.947894265232975,45.57283710295389,51.81968125960061,47.87715693804404,51.32929467485918,20.389234952416267,19.149727136559726
