,county Name,01,02,03,04,05,06,07,08,09,10,11,12,Latitude,Longitude
0,Abbeville,,,51.1,65.95454545454545,52.0,46.0,62.17857142857143,64.13793103448276,48.3448275862069,31.6,13.285714285714285,,29.9746502,-92.13429210000001
1,Ada,39.61290322580645,41.357142857142854,25.161290322580644,22.423076923076927,32.0,27.73333333333333,23.258064516129032,31.903225806451612,28.3,32.774193548387096,43.76666666666666,32.96774193548387,34.7726199,-96.6806178
2,Adams,39.049019607843135,42.51063829787234,38.04580152671755,42.444444444444436,38.368421052631575,49.28,47.70542635658914,44.52713178294574,40.528,39.118110236220474,30.943548387096772,33.134020618556704,36.7430159,-95.9116595
3,Aiken,16.032258064516128,15.964285714285715,26.466666666666665,45.3,52.70967741935484,36.63333333333333,50.76666666666666,47.483870967741936,37.766666666666666,34.935483870967744,20.4,20.451612903225808,33.5604168,-81.7195533
4,Alachua,16.6,15.4,17.6,18.8,22.0,18.6,22.4,23.0,14.4,17.6,15.0,19.8,29.7938144,-82.49442260000001
5,Alamance,15.333333333333336,15.5,20.25,22.33333333333333,19.6,23.0,33.6,31.83333333333333,22.2,20.0,11.8,17.0,36.0117388,-79.4253776
6,Alameda,32.54838709677419,41.142857142857146,39.064516129032256,36.5,38.41935483870968,53.46666666666667,67.03225806451613,68.7741935483871,48.16666666666666,54.74193548387096,50.83333333333334,34.32258064516129,37.7652065,-122.2416355
7,Alamosa,22.612903225806452,19.346153846153847,19.933333333333334,18.766666666666666,15.966666666666667,20.068965517241377,18.225806451612907,15.566666666666665,14.551724137931034,27.64516129032258,26.9,29.20689655172414,37.4694491,-105.8700214
8,Albany,25.837209302325586,30.925,29.714285714285715,29.37209302325581,31.09302325581395,55.88095238095239,52.34883720930232,44.444444444444436,29.052631578947373,25.232558139534888,26.7,24.976744186046513,42.6525793,-73.7562317
9,Alexander,12.0,13.8,17.8,18.0,23.8,21.4,32.2,28.16666666666667,19.4,17.0,13.8,10.133333333333333,35.8974199,-81.20781640000001
10,Alexandria City,34.935483870967744,43.17857142857143,52.225806451612904,56.23333333333333,55.25806451612904,52.43333333333333,88.70967741935482,78.74193548387096,63.7,43.387096774193544,34.46666666666667,42.29032258064515,38.8048355,-77.0469214
11,Allegan,,,,40.03333333333333,52.032258064516135,100.8,95.87096774193549,76.80645161290323,61.36666666666667,16.8,13.433333333333335,20.354838709677423,42.5291989,-85.8553031
12,Allegany,24.903225806451612,23.32142857142857,22.483870967741932,17.7,16.870967741935484,12.166666666666664,12.241379310344827,15.709677419354836,11.7,10.419354838709678,11.551724137931034,19.12903225806452,39.6255251,-78.6114999
13,Allegheny,89.25806451612905,95.32142857142857,89.58064516129032,79.86666666666666,99.80645161290323,102.03333333333332,127.35483870967742,120.35483870967742,85.1,104.22580645161291,89.93333333333334,88.25806451612905,41.3329165,-78.9283422
14,Allen,19.049180327868854,16.830188679245282,17.116666666666667,39.98333333333333,51.62903225806453,94.66666666666669,88.46774193548387,72.53225806451613,55.01666666666666,27.112903225806452,12.711864406779661,17.548387096774196,33.1031744,-96.67055030000002
15,Alpena,,,21.25,21.4,31.8,36.6,27.4,28.5,28.4,27.0,11.0,15.0,45.0616794,-83.4327528
16,Amador,26.903225806451612,26.464285714285715,35.87096774193548,40.1,51.41935483870968,64.8,85.25806451612904,105.03225806451613,94.16666666666669,70.38709677419354,37.16666666666666,21.29032258064516,38.3488921,-120.7740931
18,Anderson,26.177419354838708,24.375,33.72222222222222,60.35714285714285,64.45161290322581,65.0,92.22950819672131,89.96491228070175,63.71666666666667,36.13333333333333,27.24137931034483,26.576271186440678,36.6497359,-94.4456326
19,Androscoggin,33.54838709677419,55.67857142857143,28.967741935483872,20.466666666666665,9.161290322580646,8.833333333333334,8.64516129032258,5.161290322580644,5.966666666666668,9.0,16.9,24.096774193548388,44.030091,-70.0366892
20,Anne Arundel,25.903225806451612,33.607142857142854,52.354838709677416,63.63333333333333,71.45161290322581,84.43333333333334,136.6451612903226,106.70967741935483,70.7,43.12903225806453,33.7,37.67741935483871,38.9530109,-76.5488232
21,Anoka,22.782608695652176,28.476190476190478,29.451612903225808,38.766666666666666,45.935483870967744,79.3,53.83333333333334,39.41935483870968,36.86666666666667,25.387096774193548,21.6,24.0,45.1977428,-93.3871758
22,Arapahoe,52.838709677419345,50.14285714285714,48.516129032258064,44.23333333333333,45.483870967741936,46.1,58.387096774193544,70.35483870967742,49.26666666666666,47.838709677419345,34.96666666666667,51.161290322580655,39.62031,-104.332644
23,Archuleta,31.11111111111111,44.88,29.310344827586214,27.25,22.57142857142857,27.83333333333333,25.387096774193548,20.225806451612907,23.464285714285715,36.48275862068965,28.7,29.75862068965517,37.1604318,-107.0067031
25,Arlington,29.387096774193548,39.964285714285715,46.774193548387096,51.93333333333333,59.74193548387096,64.5,104.48387096774192,87.67741935483869,55.36666666666667,38.354838709677416,27.63333333333333,36.16129032258065,32.735687,-97.10806559999999
26,Aroostook,60.70967741935484,54.82142857142857,71.61290322580646,56.13333333333333,60.935483870967744,72.13333333333334,38.548387096774185,67.19354838709678,37.333333333333336,31.064516129032263,48.4,69.38709677419354,46.819941,-68.4766064
27,Ascension,26.41935483870968,30.153846153846153,43.35714285714285,49.75862068965517,30.6,75.76666666666667,53.26666666666666,71.0,88.9,37.92857142857143,28.37931034482759,25.387096774193548,38.8994855,-94.69813579999999
28,Ashley,16.2,18.2,22.6,22.2,24.6,30.0,31.8,33.0,33.4,31.0,25.6,23.0,36.0492189,-96.0042895
29,Ashtabula,27.5,24.964285714285715,17.483870967741936,39.06666666666667,51.903225806451616,78.3,84.38709677419354,83.06451612903227,37.3,37.61290322580645,7.3,5.153846153846153,41.8650534,-80.7898089
30,Asotin,39.2,21.0,20.33333333333333,16.25,24.4,25.6,32.4,30.16666666666667,43.6,25.4,18.2,30.6,46.3393265,-117.0482116
