,county Name,01,02,03,04,05,06,07,08,09,10,11,12,Latitude,Longitude
0,Ada,61.25925925925926,46.35714285714285,43.612903225806456,37.03333333333333,34.16129032258065,30.466666666666665,36.903225806451616,35.620689655172406,41.41666666666666,50.548387096774185,47.52,70.38709677419354,34.7726199,-96.6806178
1,Adams,49.6304347826087,54.53571428571429,49.516129032258064,48.15,68.63934426229507,59.51666666666666,75.96774193548387,58.8688524590164,46.05,40.69354838709677,38.7,57.30357142857143,36.7430159,-95.9116595
2,Aiken,59.91666666666666,31.875,19.541666666666668,34.333333333333336,11.636363636363635,18.23076923076923,49.0,,,,25.0,33.225806451612904,33.5604168,-81.7195533
3,Alachua,,,,0.0,5.258064516129032,0.0,3.9615384615384617,0.0,0.6363636363636364,0.0,0.0,0.0,29.7938144,-82.49442260000001
4,Alameda,54.096774193548384,57.78571428571429,40.80645161290322,58.7,43.516129032258064,77.7,64.87096774193549,48.41935483870968,50.83333333333334,63.838709677419345,50.03333333333333,59.354838709677416,37.7652065,-122.2416355
5,Albany,40.70967741935485,44.5,30.161290322580644,23.1,20.1875,24.2,31.142857142857146,26.3,31.838709677419356,36.611111111111114,31.0,47.75675675675675,42.6525793,-73.7562317
6,Alexander,,,,66.53333333333333,63.903225806451616,69.16666666666667,66.83870967741936,62.0,62.46666666666667,42.58064516129032,,,35.8974199,-81.20781640000001
7,Alexandria City,40.516129032258064,55.214285714285715,47.67741935483871,72.13333333333334,60.29032258064516,65.53333333333333,78.25806451612904,71.35483870967742,70.73333333333333,48.516129032258064,47.33333333333334,47.516129032258064,38.8048355,-77.0469214
8,Allegany,37.2962962962963,55.714285714285715,44.12903225806453,55.66666666666666,60.516129032258064,54.06666666666667,61.58064516129032,48.064516129032256,64.45454545454545,29.225806451612907,38.266666666666666,43.451612903225815,39.6255251,-78.6114999
9,Allegheny,128.58064516129033,112.60714285714286,97.16129032258064,154.16666666666666,143.03225806451613,105.63333333333334,110.0,105.09677419354837,125.06666666666666,144.1612903225806,79.20689655172414,109.96774193548387,41.3329165,-78.9283422
10,Allen,34.166666666666664,43.775510204081634,31.935483870967737,63.23333333333333,69.11290322580646,67.88333333333334,69.03225806451613,52.27586206896552,49.280701754385966,27.532258064516128,20.642857142857142,34.80645161290323,33.1031744,-96.67055030000002
12,Anderson,66.16129032258064,63.07142857142857,67.45161290322581,40.43333333333333,46.096774193548384,25.766666666666666,38.903225806451616,43.41935483870968,55.2,42.83870967741935,68.7,71.03225806451613,36.6497359,-94.4456326
13,Androscoggin,60.903225806451616,60.964285714285715,42.58064516129032,29.5,24.096774193548388,13.133333333333333,12.266666666666667,14.0,15.470588235294118,29.774193548387093,24.055555555555557,59.96153846153846,44.030091,-70.0366892
14,Anne Arundel,45.0,53.60714285714285,50.032258064516135,86.46666666666668,96.19354838709677,100.8,118.35483870967742,87.77419354838709,90.66666666666669,53.67741935483871,36.266666666666666,45.32258064516129,38.9530109,-76.5488232
15,Anoka,26.548387096774192,24.17857142857143,30.838709677419356,42.96,50.354838709677416,42.06666666666667,44.967741935483865,36.87096774193548,27.69230769230769,17.419354838709676,19.071428571428573,19.785714285714285,45.1977428,-93.3871758
16,Apache,5.193548387096773,10.964285714285712,17.677419354838708,9.4,19.161290322580644,39.96666666666667,20.70967741935484,33.645161290322584,23.83333333333333,,,,36.192139,-95.93769999999999
17,Arapahoe,45.548387096774185,44.464285714285715,41.32258064516129,48.1,54.935483870967744,62.03333333333333,71.38709677419354,65.54838709677419,39.96666666666667,39.451612903225815,54.63333333333333,58.24,39.62031,-104.332644
18,Archuleta,,,,,34.666666666666664,45.64285714285714,39.285714285714285,44.56521739130435,44.6875,49.08,38.8,67.3793103448276,37.1604318,-107.0067031
19,Arkansas,,,,,,,,,,34.42857142857143,21.428571428571427,18.8,35.20105,-91.8318334
20,Arlington,41.58064516129032,50.53571428571429,41.58064516129032,75.3,72.80645161290323,82.13333333333334,109.61290322580645,66.90322580645162,77.33333333333333,43.225806451612904,36.93333333333333,55.032258064516135,32.735687,-97.10806559999999
21,Aroostook,79.74193548387096,73.57142857142857,68.0,75.93333333333334,65.83870967741936,49.5,49.096774193548384,56.935483870967744,57.1,53.806451612903224,68.93333333333334,61.74193548387096,46.819941,-68.4766064
22,Ashtabula,62.58064516129032,56.14285714285714,39.67741935483871,50.56666666666667,61.41935483870968,66.3,70.7741935483871,58.387096774193544,65.4,44.064516129032256,39.766666666666666,45.87096774193547,41.8650534,-80.7898089
23,Asotin,,,,,,,,,,,28.0,59.33333333333334,46.3393265,-117.0482116
